Date,Group,TopicType,Url,Title,PageViews,PageViewsLast,MoM,Visitors,MCPCalls,KSCalls,Engagement,Flags,BounceRate,ClickThroughRate,CopyTryScrollRate,ExitRate,HelpfulRating,Ratings,Verbatims,Drilldown,Trends,Freshness,MSUpdateCycleDays,DaysUntilStale,LastReviewed,LastPublished,OrganicSearchReferrals,OrganicSearchRate,DirectTrafficRate,MicrosoftTrafficRate,ExternalTrafficRate,SocialMediaTrafficRate,CopyRate,TryRate,Average of ScrollRate,FirstPublished,MSAuthor,IsHistorical,RedirectUrl,PlatformId,CSAs
March 2026,Concepts,how-to,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/debugging-agents-vscode,Test and debug agents in Microsoft 365 Agents Toolkit by using developer mode,321,267,20%,225,44,65,L,2,23.4%,28.7%,71.6%,44.2%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-9826b5cd-8290-93d8-c0d6-36f3576e1e29&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-9826b5cd-8290-93d8-c0d6-36f3576e1e29&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,271-365 days,180,-143,2025-05-19,2026-03-24,83,25.9%,20.2%,51.1%,2.8%,0.0%,4%,0%,71%,9/24/2025,jasonjoh,No,,9826b5cd-8290-93d8-c0d6-36f3576e1e29,"[""ai-business-solutions""]"
March 2026,Concepts,overview,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/ux-custom-engine-agent,User Experience for Custom Engine Agents in Microsoft 365 Copilot,321,232,38%,228,164,177,L,2,25.9%,39.6%,60.5%,37.7%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-b862ef86-4728-3908-0e1a-aeb73017e652&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-b862ef86-4728-3908-0e1a-aeb73017e652&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,40,2025-11-18,2026-03-24,76,23.7%,29.6%,43.3%,3.4%,0.0%,1%,0%,61%,1/16/2025,timura,No,,b862ef86-4728-3908-0e1a-aeb73017e652,"[""ai-business-solutions""]"
March 2026,Concepts,tutorial,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/build-declarative-agents-add-knowledge,Add knowledge sources to a declarative agent created with Microsoft 365 Agents Toolkit,331,344,-4%,219,204,244,H,0,11.8%,55.6%,79.0%,23.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-91d390ee-8b38-03ca-6f33-0ef50ed6114f&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-91d390ee-8b38-03ca-6f33-0ef50ed6114f&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,271-365 days,180,-143,2025-05-19,2025-11-18,48,14.5%,11.8%,73.1%,0.6%,0.0%,12%,0%,79%,6/13/2025,slevert,No,,91d390ee-8b38-03ca-6f33-0ef50ed6114f,"[""ai-business-solutions""]"
March 2026,Concepts,concept-article,https://learn.microsoft.com/en-us/microsoft-365/admin/activity-reports/microsoft-365-copilot-credits,Microsoft 365 Copilot credits report - Microsoft 365 admin center - Microsoft 365 admin,332,287,16%,206,,,H,1,13.0%,30.1%,74.3%,38.3%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-d7d44216-12da-e152-49fb-d76a2e87b0e2&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-d7d44216-12da-e152-49fb-d76a2e87b0e2&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,162,2026-03-20,2026-03-21,0,0.0%,36.4%,55.1%,8.4%,0.0%,5%,0%,73%,9/4/2025,cmcatee,No,,d7d44216-12da-e152-49fb-d76a2e87b0e2,"[""ai-business-solutions""]"
March 2026,Concepts,how-to,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/build-connectors-with-people-data,Build Microsoft 365 Copilot connectors for people data,332,238,39%,208,55,69,L,2,26.5%,31.6%,61.1%,36.1%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-8e465aa5-6c03-280e-0c61-86ebde5221af&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-8e465aa5-6c03-280e-0c61-86ebde5221af&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,159,2026-03-17,2026-03-20,46,13.9%,34.9%,49.4%,1.5%,0.3%,2%,0%,61%,7/23/2025,wictorwilen,No,,8e465aa5-6c03-280e-0c61-86ebde5221af,"[""ai-business-solutions""]"
March 2026,Concepts,overview,https://learn.microsoft.com/en-us/copilot/microsoft-365/copilot-tuning-document-validation-template,Copilot Tuning Document Validation agent template (early access preview),332,,Infinity,218,49,72,L,2,20.5%,32.5%,69.3%,46.7%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-259637ea-e166-6c35-86b9-502f6a401e6e&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-259637ea-e166-6c35-86b9-502f6a401e6e&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,152,2026-03-10,2026-03-11,79,23.8%,33.7%,41.3%,1.2%,0.0%,6%,0%,69%,2/28/2026,dsalasbarran,No,,259637ea-e166-6c35-86b9-502f6a401e6e,"[""ai-business-solutions""]"
March 2026,Concepts,article,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/agent-template-text-translator,Create a Text Translator agent from a template,333,231,44%,270,2,7,L,3,16.2%,20.7%,67.0%,65.8%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-048547c9-0aaf-d344-381e-8019278059f5&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-048547c9-0aaf-d344-381e-8019278059f5&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,53,2025-12-01,2026-02-27,77,23.1%,60.1%,15.9%,0.9%,0.0%,3%,0%,66%,12/2/2025,lauragra,No,,048547c9-0aaf-d344-381e-8019278059f5,"[""ai-business-solutions""]"
March 2026,Concepts,article,https://learn.microsoft.com/en-us/graph/peopleconnectors,Microsoft 365 Copilot connectors for people data - Microsoft Graph,341,411,-17%,261,119,142,H,1,15.0%,27.9%,72.0%,37.8%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-a7666c21-245e-c2b7-c422-31594f46202a&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-a7666c21-245e-c2b7-c422-31594f46202a&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,271-365 days,0,56,2025-06-02,2025-08-29,73,21.4%,33.4%,39.9%,5.3%,0.0%,5%,0%,72%,6/4/2025,shivansingh,No,,a7666c21-245e-c2b7-c422-31594f46202a,"[""ai-business-solutions""]"
March 2026,Concepts,article,https://learn.microsoft.com/en-us/copilot/microsoft-365/employee-self-service/known-issues-limitations,Known issues and limitations for the Employee Self-Service agent,342,379,-10%,207,126,193,H,1,16.4%,31.3%,80.2%,38.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-ab7980f4-7c08-fec2-d274-94980818f9fc&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-ab7980f4-7c08-fec2-d274-94980818f9fc&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,0,220,2025-11-13,2026-03-20,44,12.9%,31.3%,55.8%,0.0%,0.0%,3%,0%,80%,7/3/2025,heidip,No,,ab7980f4-7c08-fec2-d274-94980818f9fc,"[""ai-business-solutions""]"
March 2026,Concepts,tutorial,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/build-declarative-agents-customize-behavior,Add instructions and conversation starters to a declarative agent created with Microsoft 365 Agents Toolkit,344,315,9%,247,39,56,H,0,14.2%,56.1%,76.1%,21.5%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-d2473906-a64f-038a-e8a1-0ee1c02f3f2c&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-d2473906-a64f-038a-e8a1-0ee1c02f3f2c&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,271-365 days,180,-143,2025-05-19,2025-11-18,34,9.9%,11.3%,78.8%,0.0%,0.0%,4%,0%,76%,6/13/2025,slevert,No,,d2473906-a64f-038a-e8a1-0ee1c02f3f2c,"[""ai-business-solutions""]"
March 2026,Concepts,article,https://learn.microsoft.com/en-us/copilot/microsoft-365/employee-self-service/prepare,Prepare to deploy the Employee Self-Service agent,358,463,-23%,233,15,20,H,0,5.9%,66.8%,88.0%,14.2%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-b301dc98-dee0-f9c3-fa6a-befecbf5bab0&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-b301dc98-dee0-f9c3-fa6a-befecbf5bab0&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,0,219,2025-11-12,2026-03-20,22,6.1%,6.7%,87.2%,0.0%,0.0%,5%,0%,88%,7/3/2025,heidip,No,,b301dc98-dee0-f9c3-fa6a-befecbf5bab0,"[""ai-business-solutions""]"
March 2026,Concepts,article,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/api-plugin-confirmation-prompts,Confirmation prompts for API plugins for Microsoft 365 Copilot,360,256,41%,199,81,94,L,3,20.8%,20.8%,72.4%,52.8%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-6e638684-c0b8-e9fc-3d13-320369cdb2a5&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-6e638684-c0b8-e9fc-3d13-320369cdb2a5&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,148,2026-03-06,2026-03-06,39,10.8%,34.2%,49.4%,4.7%,0.8%,10%,0%,72%,9/16/2024,jasonjoh,No,,6e638684-c0b8-e9fc-3d13-320369cdb2a5,"[""ai-business-solutions""]"
March 2026,Concepts,article,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/agent-template-interview-questions,Create an Interview Question Assistant agent from a template,373,320,17%,314,46,88,L,3,23.3%,23.9%,62.7%,58.7%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-a8279385-9bfa-c9bc-8da7-30ae2b23be96&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-a8279385-9bfa-c9bc-8da7-30ae2b23be96&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,181-270 days,180,-28,2025-09-11,2026-02-27,69,18.5%,35.7%,39.9%,0.5%,5.4%,2%,0%,62%,9/11/2025,lauragra,No,,a8279385-9bfa-c9bc-8da7-30ae2b23be96,"[""ai-business-solutions""]"
March 2026,Concepts,concept-article,https://learn.microsoft.com/en-us/copilot/microsoft-365/agent-essentials/agent-lifecycle/agent-copilot-studio-requested,Manage requested Copilot Studio agents,373,326,14%,252,301,345,L,2,19.8%,26.5%,68.7%,37.0%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-018a60b6-a013-f9cf-90b8-8eb9485b8729&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-018a60b6-a013-f9cf-90b8-8eb9485b8729&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,34,2025-11-12,2026-03-25,111,29.8%,52.0%,15.8%,2.4%,0.0%,4%,0%,68%,11/14/2025,erikre,No,,018a60b6-a013-f9cf-90b8-8eb9485b8729,"[""ai-business-solutions""]"
March 2026,Concepts,overview,https://learn.microsoft.com/en-us/copilot/microsoft-365/microsoft-365-copilot-search-manage,Manage Microsoft 365 Copilot Search,379,309,23%,296,112,143,L,2,17.4%,34.3%,66.6%,38.8%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-5055ee7a-1222-7621-5899-45735b6e935e&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-5055ee7a-1222-7621-5899-45735b6e935e&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,0,252,2025-12-15,2026-03-28,120,31.7%,31.1%,35.6%,1.6%,0.0%,3%,0%,66%,6/9/2025,efrene,No,,5055ee7a-1222-7621-5899-45735b6e935e,"[""ai-business-solutions""]"
March 2026,Concepts,faq,https://learn.microsoft.com/en-us/copilot/microsoft-365/faq-wordexcelppt-agents,"Word, Excel, and PowerPoint Agents: Responsible AI frequently asked questions",381,325,17%,294,68,135,H,0,12.3%,32.5%,79.3%,39.1%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-02c74f74-151a-5e06-3b65-5b08bf2c59db&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-02c74f74-151a-5e06-3b65-5b08bf2c59db&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,0,225,2025-11-18,2025-11-18,15,3.9%,14.2%,81.4%,0.5%,0.0%,2%,0%,79%,11/18/2025,smbhardwaj,No,,02c74f74-151a-5e06-3b65-5b08bf2c59db,"[""ai-business-solutions""]"
March 2026,Concepts,how-to,https://learn.microsoft.com/en-us/copilot/microsoft-365/people-skills-sharing-inferencing-controls,Manage Privacy and Sharing controls in People Skills,386,453,-15%,209,57,94,H,0,14.5%,37.0%,79.4%,38.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-8ee66ed8-c769-b7b3-580c-4bb829890c56&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-8ee66ed8-c769-b7b3-580c-4bb829890c56&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,181-270 days,0,106,2025-07-22,2026-03-28,14,3.6%,33.9%,54.4%,8.0%,0.0%,8%,0%,79%,6/5/2025,kwekua,No,,8ee66ed8-c769-b7b3-580c-4bb829890c56,"[""ai-business-solutions""]"
March 2026,Concepts,concept-article,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/connector-admin-delegation,Grant administrative rights to AI Administrators to manage Microsoft 365 Copilot connectors,392,321,22%,310,35,53,L,2,19.4%,29.6%,69.7%,38.8%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-588bb948-6a8a-7232-7a9a-2a05f37b63f1&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-588bb948-6a8a-7232-7a9a-2a05f37b63f1&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,181-270 days,180,-77,2025-07-24,2025-07-29,89,22.7%,33.2%,42.9%,1.3%,0.0%,4%,0%,69%,7/7/2025,bak,No,,588bb948-6a8a-7232-7a9a-2a05f37b63f1,"[""ai-business-solutions""]"
March 2026,Concepts,article,https://learn.microsoft.com/en-us/copilot/microsoft-365/employee-self-service/optimization-sharepoint,Optimizing SharePoint content for Employee Self-Service agents,393,341,15%,263,320,378,L,3,29.0%,19.6%,61.6%,55.5%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-9034c63f-80f0-baed-d8d5-158781747641&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-9034c63f-80f0-baed-d8d5-158781747641&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,0,212,2025-11-05,2026-03-20,60,15.3%,50.1%,18.3%,14.0%,2.3%,5%,0%,62%,11/5/2025,heidip,No,,9034c63f-80f0-baed-d8d5-158781747641,"[""ai-business-solutions""]"
March 2026,Concepts,tutorial,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/build-declarative-agents-add-skills,Add capabilities and custom actions to a declarative agent created with Microsoft 365 Agents Toolkit,405,318,27%,255,365,451,L,2,24.7%,36.0%,72.9%,30.1%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-2022bce7-c523-d26a-489e-86d5b8959655&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-2022bce7-c523-d26a-489e-86d5b8959655&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,148,2026-03-06,2026-03-06,36,8.9%,22.7%,67.2%,1.2%,0.0%,2%,0%,73%,6/13/2025,slevert,No,,2022bce7-c523-d26a-489e-86d5b8959655,"[""ai-business-solutions""]"
March 2026,Concepts,concept-article,https://learn.microsoft.com/en-us/copilot/microsoft-365/gov-overview,Understand Microsoft U.S. government cloud environments for Microsoft 365 and Microsoft 365 Copilot,414,,Infinity,322,102,116,L,2,17.4%,41.5%,67.7%,37.0%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-256d78ef-59f6-8d7b-f92e-b7362ac8297c&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-256d78ef-59f6-8d7b-f92e-b7362ac8297c&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,0,343,2026-03-16,2026-03-25,40,9.7%,20.0%,67.1%,3.1%,0.0%,5%,0%,68%,3/16/2026,deniseb,No,,256d78ef-59f6-8d7b-f92e-b7362ac8297c,"[""ai-business-solutions""]"
March 2026,Concepts,faq,https://learn.microsoft.com/en-us/copilot/microsoft-365/responsible-ai/faq-app-builder,FAQ for App Builder in Microsoft 365 Copilot,414,279,48%,314,18,59,H,0,11.1%,38.9%,82.8%,50.7%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-2fb8e294-0209-c11f-8b98-6628abf852d8&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-2fb8e294-0209-c11f-8b98-6628abf852d8&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,0,199,2025-10-23,2025-10-28,49,11.8%,15.5%,72.5%,0.2%,0.0%,2%,0%,83%,10/28/2025,mkaur,No,,2fb8e294-0209-c11f-8b98-6628abf852d8,"[""ai-business-solutions""]"
March 2026,Concepts,article,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/declarative-agent-document-interaction,Interact with documents in Microsoft 365 apps with a declarative agent,420,327,28%,300,43,75,H,1,20.2%,33.6%,76.7%,36.7%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-9d09b12b-0e01-f83c-c62c-7d494757e62e&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-9d09b12b-0e01-f83c-c62c-7d494757e62e&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,148,2026-03-06,2026-03-06,53,12.6%,24.0%,62.9%,0.5%,0.0%,3%,0%,77%,4/10/2025,jasonjoh,No,,9d09b12b-0e01-f83c-c62c-7d494757e62e,"[""ai-business-solutions""]"
March 2026,Concepts,article,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/agent-template-meeting-coach,Create a Meeting Coach agent from a template,422,419,1%,345,20,23,L,2,23.0%,30.8%,62.3%,50.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-5f17e1d6-9726-9abf-4a91-117312356e29&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-5f17e1d6-9726-9abf-4a91-117312356e29&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,181-270 days,180,-28,2025-09-11,2026-02-27,86,20.4%,45.5%,33.9%,0.2%,0.0%,2%,0%,62%,9/11/2025,lauragra,No,,5f17e1d6-9726-9abf-4a91-117312356e29,"[""ai-business-solutions""]"
March 2026,Concepts,article,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/declarative-agent-ui-widgets-guidelines,User experience guidelines for interactive UI widgets in declarative agents,438,,Infinity,264,28,70,H,1,17.6%,30.8%,75.4%,51.6%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-e2dea537-9de4-fee0-1a18-e3ce22f36436&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-e2dea537-9de4-fee0-1a18-e3ce22f36436&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,148,2026-03-06,2026-03-06,67,15.3%,29.9%,50.5%,4.1%,0.2%,4%,0%,75%,3/6/2026,jasonjoh,No,,e2dea537-9de4-fee0-1a18-e3ce22f36436,"[""ai-business-solutions""]"
March 2026,Concepts,article,https://learn.microsoft.com/en-us/copilot/microsoft-365/employee-self-service/deployment-checklist,A checklist for deploying the Employee Self-Service agent,440,554,-21%,247,62,84,H,0,10.0%,58.6%,83.8%,23.0%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-a8b75bef-b36a-7c82-b143-cb97d09a7499&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-a8b75bef-b36a-7c82-b143-cb97d09a7499&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,0,212,2025-11-05,2026-03-20,40,9.1%,15.7%,74.8%,0.5%,0.0%,5%,0%,84%,11/5/2025,heidip,No,,a8b75bef-b36a-7c82-b143-cb97d09a7499,"[""ai-business-solutions""]"
March 2026,Concepts,concept-article,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/bring-agents-to-copilot,Bring Your Agents into Microsoft 365 Copilot with the Agents SDK,443,440,1%,313,318,435,L,2,15.6%,35.2%,74.1%,35.4%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-74f30c52-428c-abba-fa64-8d16ec8e929c&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-74f30c52-428c-abba-fa64-8d16ec8e929c&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,271-365 days,180,-143,2025-05-19,2025-06-23,97,21.9%,29.8%,39.5%,8.8%,0.0%,2%,0%,74%,5/19/2025,scritchley,No,,74f30c52-428c-abba-fa64-8d16ec8e929c,"[""ai-business-solutions""]"
